player,player_id,position,team_name,player_game_count,assists,batted_passes,catch_rate,declined_penalties,forced_fumbles,franchise_id,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,hits,hurries,interceptions,longest,missed_tackle_rate,missed_tackles,pass_break_ups,penalties,qb_rating_against,receptions,sacks,snap_counts_box,snap_counts_corner,snap_counts_coverage,snap_counts_defense,snap_counts_dl,snap_counts_dl_a_gap,snap_counts_dl_b_gap,snap_counts_dl_outside_t,snap_counts_dl_over_t,snap_counts_fs,snap_counts_offball,snap_counts_pass_rush,snap_counts_run_defense,snap_counts_slot,stops,tackles,targets,total_pressures,touchdowns,yards,yards_after_catch,yards_per_reception
Shareece Wright,6241,CB,HST,13,3,0,62.3,0,0,13,59,61.3,86.6,60,71.6,54.2,0,0,0,34,13.5,5,6,0,117.9,33,0,24,477,393,528,4,0,0,4,0,0,524,2,133,22,10,29,53,0,5,413,149,12.5
Chris Conte,6245,S,TB,3,1,0,100,0,0,30,57,58,78,60,62.8,35.6,0,0,0,75,25,4,0,1,158.3,6,0,50,1,85,118,3,0,0,3,0,51,115,1,32,13,5,11,6,0,1,130,81,21.7
K.J. Wright,6251,LB,SEA,6,5,0,72.2,0,0,29,67.1,71.3,79.1,64.3,71,63.5,1,1,1,25,12.5,4,1,1,83.8,13,0,244,5,168,291,16,0,0,16,0,0,275,4,119,26,9,23,18,2,1,113,82,8.7
Da'Norris Searcy,6252,S,CAR,2,1,0,66.7,0,0,5,60,66.5,78.2,,75,82.9,0,0,0,16,0,0,0,0,91,2,0,16,1,43,70,3,0,0,3,0,47,67,0,27,3,0,3,3,0,0,24,14,12
Sam Acho,6255,ED,CHI,3,0,0,,0,0,6,61.8,62.8,75.3,56.1,64.8,,0,2,0,,,0,0,0,0,0,0,0,0,2,27,26,0,0,26,0,0,1,14,11,1,0,0,0,2,0,0,0,
Davon House,6283,CB,GB,2,0,0,75,0,0,12,28.9,28.8,74.8,,51.1,26.3,0,0,0,75,100,1,0,1,156.3,3,0,2,26,21,29,0,0,0,0,0,0,29,0,8,1,0,0,4,0,1,88,20,29.3
Buster Skrine,6289,CB,NYJ,14,1,0,75,0,1,22,50.8,57.3,29.4,78.8,80.7,61.9,2,5,0,34,12.7,8,4,6,124.2,54,1,32,59,415,693,7,0,0,7,0,0,686,25,253,595,20,54,72,8,5,630,314,11.7
Richard Sherman,6306,CB,SF,14,2,0,62.5,2,0,28,68.1,68.9,63.8,69.9,68.9,64.9,0,0,0,42,10.5,4,3,5,100.5,25,1,71,718,532,836,28,0,0,28,0,2,808,2,302,17,10,32,40,1,1,365,117,14.6
Pernell McPhee,6317,ED,WAS,13,2,1,100,0,0,32,61.9,69.1,25.1,73.5,62.8,53.5,8,7,0,32,23.1,3,0,2,118.8,2,0,1,1,13,203,200,0,1,199,0,0,3,117,73,1,6,8,2,15,0,36,28,18
Aldrick Robinson,6330,WR,MIN,1,0,0,,0,0,18,,60.5,89.4,,60,,0,0,0,,,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,
Colin Jones,6342,S,CAR,7,3,0,100,0,0,5,56.8,58.8,79.7,59.2,64.8,64.1,0,0,1,27,12.5,2,0,0,118.8,5,0,24,2,63,99,9,0,0,9,0,56,90,1,35,6,1,11,5,0,2,68,8,13.6
Lawrence Guy,6385,DI,NE,19,14,0,,0,1,19,59.8,89.7,87.9,66.8,90.4,72.9,11,15,0,,1.7,1,0,0,0,0,2,1,0,1,587,585,30,432,21,102,0,2,303,283,0,32,45,0,28,0,0,0,
Malcolm Smith,6394,LB,SF,12,10,0,77.8,0,0,28,52.5,62.6,44.7,66.1,72.4,66.7,3,3,0,52,10,4,1,2,122.5,14,0,223,4,156,336,84,0,0,84,0,2,252,34,146,23,16,26,18,6,1,161,83,11.5
Chris Harris Jr.,6457,CB,DEN,12,7,0,63.5,1,0,10,84.4,85.5,86.8,66.4,78.7,82.1,0,0,3,27,7.4,4,6,3,64.6,40,1,32,264,459,747,6,0,0,6,0,5,741,10,278,440,16,43,63,1,1,365,136,9.1
Josh Bynes,6503,LB,ARZ,11,21,2,82.5,0,0,1,63.9,74.8,87.9,66.9,79.2,78,1,3,0,25,5.8,5,3,0,131.3,33,2,644,2,350,726,29,0,1,27,1,0,697,47,329,50,34,60,40,6,4,300,188,9.1
Nick Bellore,6515,FB,DET,1,0,0,,0,0,11,,60,60,,60,,0,0,0,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,
Mario Addison,6558,ED,CAR,16,11,0,100,0,3,5,64.2,69.9,73.2,69,61.5,53.5,1,34,0,7,9.4,3,0,2,79.2,2,10,17,0,24,666,649,0,8,620,21,0,17,408,234,0,24,18,2,45,0,3,3,1.5
Ron Parker,6625,S,KC,16,4,1,69.2,1,0,16,62.7,59.6,64.1,78.6,49.2,68.2,0,2,2,49,12.5,11,1,3,103.6,27,1,275,29,682,1035,51,0,0,51,0,587,984,6,347,93,11,73,39,3,3,370,108,13.7
Ben Jacobs,6817,LB,CAR,3,0,0,,0,0,5,60.8,56.3,99.9,60,55,,1,0,0,,,0,0,0,0,0,0,6,0,2,8,0,0,0,0,0,0,8,1,5,0,0,0,0,1,0,0,0,
Craig Robertson,7003,LB,NO,8,2,0,66.7,0,0,20,68.2,71.2,79.8,59.5,68.6,84.6,0,0,0,11,0,0,0,0,112.5,4,1,69,0,45,90,13,0,0,13,0,1,77,9,36,5,7,7,6,1,1,22,15,5.5
Morris Claiborne,7012,CB,NYJ,15,4,0,56.3,3,0,22,60.3,62.7,68.8,,71.5,53.1,0,0,2,44,15.4,10,11,9,89.7,45,0,62,853,630,1002,9,0,0,9,0,0,993,0,372,78,14,51,80,0,4,662,212,14.7
Mark Barron,7013,LB,LA,15,18,0,69.1,0,1,26,54.4,51.6,59.6,63.9,50.3,72.2,0,1,0,24,8,7,2,4,93.8,38,1,632,12,403,754,6,0,0,6,0,0,748,11,340,104,32,62,55,2,1,371,279,9.8
Luke Kuechly,7015,LB,CAR,16,17,1,75.5,1,2,5,84.1,90.5,64.4,56.5,91.8,81.3,3,8,1,44,6.4,9,4,2,103.5,40,2,862,1,516,927,22,0,0,22,0,13,905,74,337,29,61,114,53,13,3,350,242,8.8
Stephon Gilmore,7016,CB,NE,19,2,0,44,3,3,19,90.8,90.9,36.7,77.6,83.3,78.4,0,0,4,54,5.4,3,20,10,65.2,48,1,23,952,815,1193,6,0,0,6,0,1,1187,2,376,211,16,51,109,1,6,611,94,12.7
Dontari Poe,7017,DI,CAR,16,3,0,,0,0,5,59.5,66.9,74.2,58.3,70.1,59.2,2,10,0,,13.3,2,0,1,0,0,1,0,0,2,515,515,185,258,0,72,0,0,297,216,0,7,10,0,13,0,0,0,
Fletcher Cox,7018,DI,PHI,18,10,2,100,0,1,24,69.1,92.3,82.1,91.5,83.9,63.5,25,65,0,-4,9.5,4,0,1,79.2,1,11,3,0,3,926,922,103,633,9,177,0,4,660,263,0,33,28,1,101,0,-4,0,-4
Michael Brockers,7020,DI,LA,19,15,1,,0,0,26,63.7,63.9,61.9,57.9,66.1,58.6,2,19,0,,6.9,5,0,3,0,0,1,0,0,0,819,819,22,286,169,342,0,0,446,373,0,38,52,0,22,0,0,0,
Bruce Irvin,7021,ED,ATL,16,6,0,50,0,1,2,62.8,59.1,39.9,62.2,56.9,51.8,5,13,0,2,19,4,0,3,56.3,1,7,30,0,27,471,440,0,2,434,4,0,31,272,172,1,14,11,2,25,0,2,1,2
Dre Kirkpatrick,7023,CB,CIN,13,4,0,44.4,1,0,7,62.6,60,35,60,52.5,29.8,0,0,0,50,20.8,10,9,7,82.4,28,0,71,660,482,774,2,0,0,2,0,2,772,1,291,39,9,34,63,0,3,415,107,14.8
Melvin Ingram III,7024,ED,LAC,18,10,3,100,1,2,27,88.9,73.8,1.8,73.1,72.8,62.5,10,49,1,5,17.3,9,0,13,79.2,2,11,79,1,37,1041,958,0,1,956,1,1,83,621,383,2,38,33,2,70,1,6,12,3
Chandler Jones,7027,ED,ARZ,16,6,4,100,1,2,1,72.2,72.3,61,68.2,69.5,76,5,25,0,6,8.3,3,0,4,79.2,4,12,3,0,24,969,965,0,18,891,56,0,4,526,419,0,28,27,4,42,0,11,21,2.8
Dont'a Hightower,7030,LB,NE,18,14,0,83.7,0,1,19,57.6,63.3,80,66.3,60.8,72.4,7,36,1,27,6.5,4,1,1,114.1,36,3,486,6,332,946,427,0,0,427,0,0,519,288,326,26,23,44,43,46,3,350,224,9.7
Whitney Mercilus,7031,ED,HST,17,10,0,92,0,2,13,46.8,62.2,52.9,68,65.1,58.9,10,28,0,20,17.1,7,0,3,101.3,23,5,230,3,172,823,557,0,2,554,1,0,266,388,263,33,20,24,25,43,0,208,120,9
Nick Perry,7033,ED,GB,9,2,3,100,0,1,12,42,52.9,62.1,55.8,58.8,72.6,1,10,0,37,5.6,1,0,1,118.8,3,2,4,0,20,302,298,0,2,288,8,0,4,168,114,0,9,15,3,13,0,49,41,16.3
Derek Wolfe,7040,DI,DEN,16,10,4,,1,0,10,66.7,75.3,58.1,57.9,84.7,68.8,5,20,1,,4.2,2,0,3,0,0,2,5,0,0,710,704,18,426,77,183,0,6,443,267,0,29,36,0,27,0,0,0,
Andre Branch,7042,ED,MIA,14,3,1,100,3,1,17,59.9,46.3,4.7,51.6,57.2,58.7,3,18,0,19,16.7,4,0,7,118.8,2,2,19,0,15,483,464,1,17,404,42,0,19,282,186,0,12,17,2,23,0,30,10,15
Jackrabbit Jenkins,7043,CB,NYG,16,7,0,66.3,3,1,21,66.3,68,70.1,58.6,72.5,56.7,0,0,2,64,14.3,11,8,8,109.3,61,0,74,927,663,1088,4,0,0,4,0,6,1084,1,424,77,16,59,92,0,7,788,219,12.9
Mychal Kendricks,7049,LB,SEA,4,4,0,81.8,0,0,29,56.1,66.4,77.4,85.7,67.1,48.1,1,1,0,30,15.8,3,1,0,96.2,9,2,157,1,93,183,13,0,0,13,0,0,170,10,80,12,8,12,11,4,0,78,74,8.7
Bobby Wagner,7050,LB,SEA,16,34,0,70.4,0,2,29,90.5,91.7,25.4,86.7,91.2,91.5,9,2,1,28,1.4,2,7,3,86.2,50,1,891,3,585,999,7,0,0,7,0,15,992,48,366,83,41,108,71,12,0,534,292,10.7
Tavon Wilson,7051,S,DET,14,4,0,70,0,0,11,67.2,68,33.3,62.8,68.3,81.4,0,1,0,41,6.1,2,0,1,101.7,14,1,130,43,179,304,28,0,0,28,0,15,276,5,120,88,13,27,20,2,1,118,34,8.4
Jerel Worthy,7054,DI,TB,4,1,0,,0,0,30,,61.7,15.2,64.6,63.4,68.7,0,4,0,,0,0,0,1,0,0,0,0,0,0,72,72,15,55,0,2,0,0,44,28,0,0,1,0,4,0,0,0,
Zach Brown,7055,LB,WAS,16,17,0,72.9,0,1,32,84.4,88.2,57.5,68.7,82.1,86.5,1,7,0,28,4.2,4,1,1,87.4,35,1,635,11,369,703,21,0,0,21,0,1,682,39,295,35,45,74,48,9,0,283,160,8.1
Lavonte David,7060,LB,TB,14,21,0,87.3,0,1,30,77.5,76.1,68.3,63.8,70,80.8,3,3,0,47,6.6,8,2,1,117.7,69,4,661,10,487,922,130,0,1,129,0,7,792,69,366,114,59,92,79,10,4,647,395,9.4
Vinny Curry,7061,ED,TB,12,1,0,50,0,0,30,52.3,58.4,76.4,58.4,58.9,59,5,16,0,9,11.8,2,0,2,62.5,1,3,2,0,10,445,443,1,28,386,28,0,2,273,162,0,10,14,2,24,0,9,10,9
Casey Hayward Jr.,7064,CB,LAC,18,3,0,57.4,0,0,27,74.5,75.9,89.7,66,72.7,70.4,0,1,0,57,8.9,5,9,3,108.7,39,0,50,1047,733,1157,37,0,0,37,0,0,1120,1,423,23,15,48,68,1,5,560,96,14.4
Trumaine Johnson,7067,CB,NYJ,10,1,0,65.6,1,1,22,75.1,74.9,5.8,60,82.5,71.2,0,0,4,67,9.3,4,1,5,75.9,40,0,39,585,420,670,1,0,0,1,0,0,669,1,249,45,13,38,61,0,2,520,177,13
Josh Robinson,7068,CB,NO,6,0,0,50,0,0,20,69.6,69.1,84.9,58.3,64.8,76.4,0,0,0,9,0,0,0,0,62.5,1,0,1,0,19,29,0,0,0,0,0,0,29,2,8,25,0,2,2,0,0,9,3,9
Josh LeRibeus,7073,G,NO,1,0,0,,0,0,20,,60.1,66.9,,60,,0,0,0,,,0,0,2,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,
Olivier Vernon,7074,ED,NYG,11,2,1,100,1,1,21,82.4,86.3,40.2,86,71.2,64.7,13,25,0,0,14.8,4,0,5,79.2,1,8,9,0,13,665,655,0,14,619,22,0,10,414,238,1,22,21,1,46,0,0,5,0
Demario Davis,7079,LB,NO,18,17,2,85.9,0,1,20,59.5,75.1,68,81,83.9,69.8,6,10,1,35,10.9,14,2,3,104.2,73,5,796,12,539,994,101,0,0,101,0,7,893,128,327,78,51,97,85,21,3,626,454,8.6
Tyrone Crawford,7083,DI,DAL,17,6,2,0,0,1,9,66.6,70.5,61.1,69.1,63.7,57.4,4,30,0,,9.4,3,0,4,39.6,0,6,1,0,4,732,730,20,339,258,113,0,2,472,256,0,21,23,1,40,0,0,0,
Akiem Hicks,7090,DI,CHI,17,4,5,,0,3,6,77.1,91.7,62.8,78.9,92.8,70.8,11,34,0,,5.7,3,0,3,0,0,8,6,0,5,842,836,38,615,23,160,0,6,556,281,0,48,46,0,53,0,0,0,
Travis Benjamin,7100,WR,LAC,2,0,0,,0,0,27,60.7,70.3,60,,60,,0,0,0,,,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,
Nigel Bradham,7105,LB,PHI,17,21,2,79.1,1,0,24,58.3,63.4,51.4,64.1,70.6,53.8,2,7,0,55,14.3,18,3,4,105.7,68,2,842,10,658,1052,93,0,0,93,0,33,959,65,329,73,52,87,86,11,2,645,418,9.5
Kyle Wilber,7113,LB,OAK,6,2,0,50,0,0,23,78.7,65.8,0,51,73.7,61.1,0,3,0,9,10,1,0,1,62.5,1,0,19,0,5,59,39,0,0,39,0,0,20,27,27,1,2,7,2,3,0,9,8,9
Coty Sensabaugh,7115,CB,PIT,15,2,0,51.9,2,0,25,64.7,65.7,86.5,54.2,65.1,75.4,0,0,0,27,6.7,3,5,3,88.2,27,0,90,611,493,745,6,0,0,6,0,1,739,2,250,37,8,40,52,0,3,295,51,10.9
Mike Daniels,7132,DI,GB,10,5,0,,0,0,12,57.1,69,69.7,78.5,57.9,56.2,3,27,0,,8.7,2,0,1,0,0,2,1,0,1,419,418,21,328,19,50,0,1,233,185,0,18,16,0,32,0,0,0,
Tahir Whitehead,7135,LB,OAK,16,27,1,84.6,1,1,23,51.6,54.8,68.1,56.4,59.6,69.5,1,3,1,71,8.7,12,2,3,146.5,44,0,864,6,491,1025,54,0,0,54,0,7,971,58,476,94,43,99,52,4,7,602,425,13.7
Najee Goode,7137,LB,IND,6,0,0,71.4,0,0,14,41.5,35.6,0,68.8,48.7,29.7,0,1,1,18,37.5,3,0,1,90.8,5,0,51,0,33,65,3,0,0,3,0,0,62,4,28,10,2,5,7,1,1,49,22,9.8
Korey Toomer,7147,LB,GB,3,0,0,100,0,0,12,52.4,54,68.5,60,61.6,74.8,0,0,0,24,0,0,0,0,118.8,1,0,10,1,9,12,0,0,0,0,0,0,12,1,2,1,1,2,1,0,0,24,15,24
Jack Crawford,7151,DI,ATL,16,14,0,,0,1,2,54.9,70.5,75.9,65,72.2,29.6,3,22,1,,20.6,7,0,1,0,0,7,1,0,9,624,622,21,344,36,221,0,2,404,211,0,15,13,0,32,0,0,0,
George Iloka,7159,S,MIN,7,2,0,50,0,0,18,63,68,82.2,60,75.7,83.9,0,0,0,12,0,0,0,0,108.3,1,0,18,6,83,117,1,0,0,1,0,76,116,1,33,15,3,9,2,0,1,12,0,12
Keith Tandy,7166,S,ATL,2,0,0,,0,0,2,60,60,64.4,,60,,0,0,0,,,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,2,2,0,1,0,0,0,0,0,0,0,0,
Danny Trevathan,7177,LB,CHI,17,20,1,78.5,0,1,6,68.7,73.7,64.9,75.5,72.7,81.9,2,18,2,75,7.1,8,2,1,114.1,51,2,929,5,625,1052,13,0,0,13,0,5,1039,98,329,100,45,85,65,22,5,540,433,10.6
Nate Ebner,7193,S,NE,2,0,0,,0,0,19,63.7,76.2,99.9,,,73.2,0,0,0,,,0,0,0,0,0,0,1,0,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,
Rishard Matthews,7211,WR,NYJ,1,0,0,,0,0,22,,60,60,,60,,0,0,0,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,
Nate Stupar,7214,LB,NYG,7,1,0,87.5,0,0,21,35.3,31.7,0,56.1,54.3,28.8,0,0,0,22,33.3,2,0,1,138.5,7,0,59,0,31,65,3,0,0,3,0,0,62,3,31,2,2,3,8,0,2,62,32,8.9
Rodney McLeod,7271,S,PHI,3,1,0,60,0,0,24,78.2,75.8,78.5,53.7,52.1,49.6,0,1,0,8,18.2,2,3,0,110,3,0,30,1,108,162,6,0,0,6,0,112,156,4,50,13,2,8,5,1,1,22,9,7.3
Michael Thomas,7279,S,NYG,16,11,0,63.6,1,0,21,70.1,69.7,82.2,58.2,64.5,59.2,0,2,2,20,14.8,8,2,2,62.7,21,1,238,28,326,522,53,0,0,53,0,88,469,26,170,114,14,35,33,3,1,180,74,8.6
Vontaze Burfict,7280,LB,CIN,7,12,0,80.8,0,0,7,42.5,48,81.7,44.4,61.4,27.5,0,0,0,26,27.3,12,3,2,116.8,21,0,252,2,144,298,13,0,0,13,0,0,285,18,136,31,6,20,26,0,1,233,160,11.1
Tashaun Gipson Sr.,7288,S,JAX,16,9,0,62.2,0,0,15,71.9,70.7,52.4,57.4,69.1,74,1,3,1,33,9.5,6,6,5,100.6,23,0,173,27,601,1006,127,0,0,127,0,493,879,19,386,186,19,48,37,4,3,275,115,12
L.J. Fort,7292,LB,PIT,12,6,0,80.8,0,0,25,64,72.4,83.7,66,76.8,74.1,2,8,0,30,8.7,4,0,0,98.2,21,1,233,5,162,305,27,0,0,27,0,4,278,56,87,36,24,36,26,11,0,197,94,9.4
Damon Harrison Sr.,7355,DI,DET,17,18,1,,1,2,11,64.8,92,64.4,67,93.7,78.6,4,7,0,,1.3,1,0,2,0,0,4,0,0,1,606,606,267,335,2,2,0,0,310,295,0,51,58,0,15,0,0,0,
Julian Stanford,7372,LB,BUF,5,0,0,77.8,0,1,4,51.8,71.4,78.2,81.4,78.1,81.7,0,0,0,22,0,0,1,0,93.1,7,1,82,0,38,89,0,0,0,0,0,0,89,7,44,7,6,9,9,1,0,57,34,8.1
Johnson Bademosi,7374,CB,HST,5,0,0,,0,0,13,60.8,60.4,73.4,,60,,0,0,0,,100,1,0,0,0,0,0,1,19,19,21,0,0,0,0,0,0,21,1,1,0,0,0,0,0,0,0,0,
Leonard Johnson,7385,CB,ARZ,3,0,0,100,0,0,1,38.7,35.5,78.6,52.5,33.1,45.7,0,1,0,27,18.2,2,0,0,117,11,0,10,2,56,88,11,0,0,11,0,0,77,7,25,65,2,9,11,1,0,133,53,12.1
Derrick Shelby,7400,ED,ATL,7,0,0,,0,0,2,60,63.7,84.5,54.6,67.7,76.2,0,2,0,,0,0,0,0,0,0,0,0,0,0,135,135,1,9,98,27,0,0,72,63,0,5,10,0,2,0,0,0,
Jacquies Smith,7401,ED,OAK,6,0,0,,0,0,23,62.6,53.2,21,54.7,58.2,71.4,1,2,0,,0,0,0,1,0,0,0,1,0,5,66,64,0,0,63,1,0,2,37,24,1,0,2,0,3,0,0,0,
DeShawn Shead,7450,CB,DET,12,1,0,72.2,0,1,11,51.3,52.3,82.9,,55.6,48.8,0,0,0,44,18.2,2,0,0,151.4,13,0,40,114,191,248,6,0,0,6,0,5,242,0,57,82,1,8,18,0,2,228,61,17.5
Brandon Bolden,7469,HB,MIA,1,0,0,,0,0,17,,61.6,60.1,,60,,0,0,0,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,
Josh Bellamy,7472,WR,CHI,1,0,0,,1,0,6,,60,60,,,,0,0,0,,,0,0,4,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
Emmanuel Lamur,7561,LB,NYJ,9,3,0,66.7,0,0,22,37.7,52.9,77.2,57.5,65.5,50.5,0,0,0,17,13.3,2,0,0,93.8,2,0,80,0,43,145,42,0,0,42,0,2,103,4,98,21,6,10,3,0,0,26,20,13
Eddie Pleasant,7593,S,GB,5,2,0,77.8,0,0,12,30.3,34.2,79.8,46.9,62.2,44.6,0,2,0,32,22.2,2,0,0,115.3,7,0,58,1,51,89,9,0,0,9,0,9,80,9,29,9,1,5,9,2,0,105,69,15
Josh Gordon,7618,WR,NE,1,0,0,,1,0,19,60.7,60.9,69.4,,,,0,0,0,,,0,0,3,0,0,0,0,0,3,3,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,
Harrison Smith,7641,S,MIN,16,13,1,66.7,2,1,18,68.7,79.7,68.8,73,91.3,90.3,2,4,3,44,4.7,4,2,3,71.1,24,3,380,29,561,1025,108,0,0,108,0,417,917,44,420,91,29,69,36,9,1,336,90,14
Malik Jackson,7647,DI,JAX,16,4,1,,0,0,15,52.7,61.6,41,70.1,56.3,42.7,9,38,0,,10.7,3,0,4,0,0,4,1,0,4,628,627,16,284,66,261,0,1,413,211,0,19,21,0,51,0,0,0,
Brandon Marshall,7648,LB,DEN,11,12,0,71.4,0,0,10,67.1,63.5,84.5,61.6,54.4,61.8,0,2,0,29,11.4,5,1,1,97.5,20,0,390,3,267,468,27,0,0,27,0,3,441,39,162,45,10,27,28,2,0,241,142,12.1
Josh Norman,7649,CB,WAS,16,9,0,67.1,1,3,32,72,68.9,88.4,,45,49.7,0,0,3,64,14.9,10,5,7,114.2,49,0,59,907,641,1028,4,0,0,4,0,4,1024,0,387,54,13,48,73,0,8,644,258,13.1
Neiko Thorpe,7716,CB,SEA,4,0,0,50,0,0,29,76.1,75.8,76.3,,60,75.1,0,0,0,12,0,0,0,0,65.6,2,0,0,27,26,30,0,0,0,0,0,0,30,0,4,3,1,2,4,0,0,21,11,10.5
Dion Jordan,7785,ED,SEA,13,3,1,100,0,1,29,61.5,66.6,70.4,56.6,75.4,70,5,11,0,4,10,2,0,1,83.3,1,2,0,0,3,330,330,0,4,295,31,0,0,211,116,0,9,15,1,18,0,4,10,4
Barkevious Mingo,7787,ED,SEA,17,10,1,87.5,0,1,29,48.1,56,87.2,67.2,57.6,46.6,2,4,0,25,16.3,7,0,0,103.8,21,2,108,7,224,544,364,1,0,363,0,0,180,71,249,65,12,26,24,8,0,214,140,10.2
D.J. Hayden,7793,CB,JAX,10,7,0,75.5,0,0,15,73.7,74.8,84.5,70.1,67.3,78.4,2,1,1,27,6.3,3,3,2,86.9,37,1,21,31,292,456,3,0,0,3,0,3,453,20,144,398,17,38,49,4,1,278,220,7.5
Sheldon Richardson,7794,DI,MIN,16,16,0,,0,0,18,56.2,69.5,67.4,65.8,69.1,68.5,12,30,0,,7.8,4,0,3,0,0,5,1,0,2,719,718,24,587,1,106,0,1,437,280,0,23,31,0,47,0,0,0,
Star Lotulelei,7795,DI,BUF,16,3,2,,0,0,4,60,55.6,72.7,53.8,58.5,48.7,0,8,0,,15,3,0,1,0,0,0,0,0,0,476,475,111,320,0,44,0,1,247,229,0,7,14,0,8,0,0,0,
Kenny Vaccaro,7796,S,TEN,13,10,0,73.9,0,0,31,61.6,66.4,87.2,83,66.9,80.5,2,4,1,28,6.8,4,3,1,91.8,17,2,243,14,444,747,58,0,0,58,0,357,689,16,287,75,20,45,23,8,1,175,73,10.3
Eric Reid,7799,S,CAR,13,6,0,65.2,1,0,5,66.7,65.7,11.9,66.6,66.5,53.9,0,4,1,51,16.7,12,4,3,107,15,1,218,14,442,736,37,0,0,37,0,398,699,17,277,69,18,54,23,5,2,219,83,14.6
Desmond Trufant,7803,CB,ATL,16,3,0,61.8,0,0,2,68.7,69.5,68.6,74.7,67.8,76.8,0,3,0,39,7.7,5,12,5,96.8,55,1,100,818,678,1061,16,0,0,16,0,4,1045,4,379,122,14,57,89,4,4,604,183,11
Xavier Rhodes,7806,CB,MIN,14,5,0,65.2,3,0,18,55.1,58.2,61.4,,73.2,77.1,0,0,1,31,6,3,5,9,88.4,45,0,38,711,455,771,2,0,0,2,0,0,769,0,316,20,12,42,69,0,2,470,184,10.4
Datone Jones,7807,DI,DAL,1,0,0,,0,0,9,,59.3,71,60,53.1,,1,0,0,,,0,0,0,0,0,0,0,0,0,5,5,2,3,0,0,0,0,1,4,0,0,0,0,1,0,0,0,
DeAndre Hopkins,7808,WR,HST,2,0,0,0,1,0,13,67.4,67.9,64.3,,,,0,0,0,,,0,1,3,39.6,0,0,0,0,2,2,0,0,0,0,0,2,2,0,0,0,0,0,1,0,0,0,0,
Sylvester Williams,7809,DI,MIA,14,1,0,,0,0,17,60,59.7,66.7,54.4,62.4,56.6,0,10,0,,20,3,0,1,0,0,0,0,0,1,376,376,130,232,0,14,0,0,172,203,0,8,11,0,10,0,0,0,
Alec Ogletree,7811,LB,NYG,13,23,2,82.3,1,0,21,54.5,49.3,23.8,68.4,44.1,47.7,3,9,5,37,16.3,16,1,5,84.9,51,1,758,5,433,885,74,0,0,74,0,5,811,95,357,43,34,59,62,13,3,532,291,10.4
Darius Slay,7817,CB,DET,15,2,0,52.3,3,0,11,78.2,75,87.4,58.7,52.3,72.5,0,0,3,40,6.7,3,12,6,80.1,45,0,72,676,531,875,1,0,0,1,0,0,874,1,343,126,9,40,86,0,6,531,101,11.8
Manti Te'o,7819,LB,NO,5,4,0,71.4,0,0,20,72.1,80.4,79.5,53.5,79.8,61.3,0,1,0,31,9.5,2,1,0,88.7,10,0,135,0,59,141,4,0,0,4,0,0,137,13,69,2,11,15,14,1,0,91,66,9.1
Tank Carradine,7821,ED,OAK,1,0,0,,0,0,23,,62.2,77.3,51.8,67.6,67.4,0,0,0,,0,0,0,0,0,0,0,0,0,0,24,24,1,5,15,3,0,0,13,11,0,1,1,0,0,0,0,0,
Kawann Short,7825,DI,CAR,14,6,0,,0,0,5,64,83.7,62.1,69.6,85.4,47.7,4,27,0,,12.5,5,0,2,0,0,3,9,0,3,584,575,56,414,16,89,0,9,383,198,0,29,29,0,34,0,0,0,
Kevin Minter,7826,LB,TB,4,1,0,75,0,0,30,30.4,50.8,71.5,74.1,71.8,50.2,0,0,0,27,16.7,1,0,0,115.6,3,1,21,0,9,22,0,0,0,0,0,0,22,1,12,1,3,4,4,1,0,49,16,16.3
Kiko Alonso,7827,LB,MIA,15,28,1,70.7,3,3,17,41.9,47.7,0,47.3,64.9,69.1,2,7,3,38,8.6,11,2,7,97.5,53,0,857,3,504,1004,52,0,0,52,0,9,952,72,428,83,40,89,75,9,4,638,460,12
Johnathan Hankins,7830,DI,OAK,15,6,0,,0,0,23,57,63,53.3,51.5,68.9,29.7,2,5,0,,17.9,7,0,4,0,0,0,0,0,0,573,573,395,178,0,0,0,0,239,334,0,20,26,0,7,0,0,0,
Jon Bostic,7831,LB,PIT,16,14,1,81.1,0,0,25,56.3,59.5,21.1,67.4,62.8,88.6,1,7,0,43,1.6,1,2,2,122,30,2,490,1,244,560,14,0,0,14,0,2,546,58,258,53,22,48,37,10,2,331,197,11
